product_id,ingredient_id
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
2,16
2,17
2,4
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,15
2,12
3,12
3,13
3,14
3,15
3,3
3,16
3,17
3,18
3,4
3,19
3,20
3,24
3,21
3,13
3,22
3,15
3,23
4,12
4,23
4,16
4,4
4,24
4,25
4,26
4,27
4,28
4,3
4,29
4,30
4,22
4,31
4,32
4,15
4,12
4,22
4,33
4,34
5,12
5,34
5,35
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,49
5,50
5,51
5,12
5,52
5,53
5,54
5,26
5,55
5,56
5,32
5,57
5,22
5,22
6,12
6,26
6,22
6,23
6,2
6,24
6,25
6,21
6,26
6,27
6,13
6,15
6,28
6,29
6,22
7,16
7,34
7,22
7,23
7,24
7,25
7,26
8,12
8,13
8,4
8,34
8,38
8,22
8,26
8,27
8,26
8,28
8,55
8,29
8,30
8,31
8,15
8,33
8,32
8,33
8,34
8,35
8,36
8,37
9,12
9,27
9,36
9,31
9,23
9,4
9,24
9,37
9,17
9,26
9,38
9,3
9,50
9,38
9,39
9,40
9,41
9,42
9,21
9,43
9,44
9,45
9,46
9,47
9,48
9,55
9,49
9,50
9,51
9,52
9,53
9,54
9,54
9,25
9,55
9,56
9,57
9,58
9,59
9,60
9,61
9,40
9,12
9,62
9,63
9,33
9,64
9,65
9,66
9,67
9,68
9,69
9,22
9,70
9,71
9,72
9,73
9,22
10,12
10,22
10,4
10,50
10,24
10,3
10,23
10,25
10,24
10,25
10,66
10,33
10,12
10,26
10,22
10,27
10,28
10,29
10,38
10,30
10,31
10,32
10,33
10,34
11,16
11,4
11,34
11,35
11,18
11,36
11,37
11,38
11,29
11,33
11,39
11,26
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,66
11,29
11,49
11,50
11,22
11,15
11,51
11,12
11,52
11,53
11,54
11,23
11,68
11,55
11,56
12,16
12,56
12,4
12,57
12,71
12,26
12,58
12,50
12,59
12,26
12,60
12,12
12,61
12,52
12,15
12,23
12,33
12,55
13,16
13,55
13,56
13,57
13,58
13,4
13,59
13,60
13,61
13,62
13,63
13,64
13,65
13,12
13,66
13,22
13,67
13,68
13,69
14,16
14,69
14,22
14,70
14,71
14,26
14,72
14,57
14,71
14,33
14,21
14,73
14,59
14,74
14,75
14,76
14,14
14,77
14,78
14,79
14,80
14,81
14,44
14,82
14,42
14,83
14,43
14,84
14,47
14,23
14,85
14,86
14,50
14,87
14,8
14,31
14,26
14,26
14,33
14,68
14,88
14,38
14,89
14,90
14,61
14,54
14,50
14,24
14,55
14,15
14,91
14,92
14,93
15,16
15,4
15,26
15,38
15,85
15,40
15,93
15,14
15,71
15,94
15,26
15,25
15,33
15,95
15,96
15,97
15,66
15,50
15,98
15,68
15,40
15,99
15,100
15,101
15,102
16,16
16,36
16,4
16,31
16,61
16,41
16,8
16,58
16,22
16,18
16,102
16,50
16,23
16,103
16,104
16,26
16,105
16,60
16,106
16,90
16,15
16,55
16,107
16,108
16,27
16,71
16,29
16,109
16,73
16,110
16,111
16,14
16,66
16,12
16,59
16,112
17,112
17,4
17,26
17,38
17,17
17,113
17,40
17,114
17,115
17,116
17,117
17,118
17,119
17,120
17,26
17,121
17,46
17,33
17,122
17,123
17,60
17,63
17,124
17,71
17,29
17,125
17,12
17,126
18,73
18,16
18,38
18,57
18,4
18,26
18,8
18,26
18,71
18,61
18,102
18,23
18,121
18,126
18,106
18,15
18,127
18,128
18,103
18,129
18,130
18,131
18,38
18,132
18,133
18,50
18,59
18,134
18,56
18,12
18,42
18,54
18,89
18,135
19,12
19,135
19,22
19,27
19,4
19,136
19,23
19,53
19,137
19,21
19,42
19,138
19,139
19,52
19,37
19,140
19,141
19,142
19,22
19,2
19,123
19,22
19,51
19,143
19,55
19,12
20,16
20,36
20,61
20,58
20,31
20,27
20,50
20,4
20,23
20,2
20,27
20,41
20,57
20,12
20,22
20,13
20,14
20,26
20,15
20,3
20,16
20,17
20,15
20,18
20,57
20,93
20,108
20,54
20,19
20,86
20,20
20,52
20,66
20,21
20,21
20,22
20,23
21,40
21,236
21,35
21,168
21,562
21,237
21,238
21,241
21,563
21,242
21,16
21,21
21,74
21,132
21,52
21,20
21,9
21,172
21,130
21,12
21,243
21,244
21,234
21,100
22,16
22,23
22,4
22,8
22,24
22,25
22,21
22,14
22,13
22,26
22,27
22,28
22,29
22,30
22,56
22,55
22,31
22,32
22,56
22,12
22,94
22,22
22,66
22,33
22,34
23,16
23,34
23,35
23,4
23,36
23,90
23,37
23,38
23,39
23,40
23,53
23,41
23,42
23,131
23,43
23,128
23,44
23,125
23,45
23,46
23,58
23,41
23,61
23,26
23,61
23,23
23,88
23,55
23,66
23,36
23,12
23,115
23,66
23,22
23,47
24,12
24,22
24,4
24,23
24,26
24,47
24,12
24,13
24,66
24,31
24,7
24,38
24,14
24,40
24,97
24,96
24,48
24,95
24,54
24,49
24,69
24,50
25,16
25,24
25,4
25,98
25,25
25,57
25,38
25,90
25,41
25,50
25,24
25,40
25,33
25,12
25,51
25,52
25,15
25,53
25,26
25,14
25,38
25,59
26,16
26,13
26,51
26,2
26,31
26,4
26,59
26,27
26,36
26,61
26,19
26,41
26,60
26,61
26,100
26,38
26,40
26,22
26,26
26,55
26,22
26,22
26,62
26,63
26,64
26,65
26,66
26,71
27,12
27,50
27,57
27,23
27,26
27,40
27,22
27,71
27,4
27,14
27,29
27,72
27,66
27,26
27,53
27,73
27,94
28,16
28,4
28,35
28,94
28,41
28,60
28,113
28,95
28,96
28,97
28,98
28,90
28,99
28,100
28,50
28,101
28,102
28,103
28,104
28,21
28,23
28,22
28,42
28,105
28,106
28,60
28,107
28,15
29,15
29,16
29,54
29,61
29,17
29,22
29,18
29,19
29,20
29,47
29,21
29,51
29,136
29,22
29,37
29,23
30,23
30,16
30,24
30,4
30,25
30,26
30,27
30,28
30,57
30,28
30,38
30,90
30,50
30,41
30,29
30,30
30,65
30,31
30,32
30,33
30,34
30,35
30,121
30,36
30,37
30,38
30,39
30,40
30,41
30,42
30,43
30,44
30,45
30,46
30,47
30,48
30,49
30,102
30,50
30,61
30,71
30,23
30,51
30,38
30,60
30,52
30,8
30,53
30,54
30,26
30,55
30,58
30,61
30,15
31,12
31,15
31,16
31,103
31,4
31,25
31,17
31,18
31,19
31,20
31,21
31,22
31,45
31,23
31,24
31,59
31,22
31,23
31,26
31,12
32,12
32,13
32,25
32,14
32,15
32,16
32,17
32,61
32,115
33,16
33,50
33,4
33,135
33,22
33,24
33,57
33,71
33,26
33,115
33,12
33,63
33,15
33,106
33,55
33,73
33,116
33,117
33,62
33,118
33,33
34,12
34,23
34,57
34,22
34,24
34,50
34,33
34,26
34,4
34,22
34,34
34,66
34,27
34,33
34,12
34,13
34,35
34,15
34,33
34,36
34,23
34,37
34,21
34,53
34,38
34,136
34,8
34,39
34,40
34,45
34,41
34,42
34,43
34,22
34,44
34,45
34,46
34,47
34,117
34,48
34,49
35,16
35,26
35,90
35,3
35,17
35,8
35,4
35,85
35,2
35,41
35,22
35,51
35,60
35,23
35,22
35,26
35,107
35,93
35,49
35,50
35,51
35,52
35,53
35,54
36,12
36,4
36,113
36,87
36,38
36,54
36,55
36,56
36,57
36,58
36,59
36,60
36,12
36,61
37,12
37,26
37,61
37,90
37,4
37,62
37,63
37,64
37,65
37,51
37,66
37,67
37,23
37,45
37,115
37,17
37,55
37,68
37,12
37,22
37,22
37,22
37,69
37,70
38,70
38,71
38,72
38,34
38,73
38,74
38,33
38,71
38,42
38,75
38,31
38,100
38,58
38,127
38,61
38,36
39,16
39,36
39,4
39,50
39,57
39,37
39,93
39,38
39,39
39,14
39,8
39,53
39,54
39,71
39,93
39,33
39,13
39,12
39,39
39,40
39,15
39,21
39,24
39,53
39,38
39,41
39,42
39,26
39,43
40,12
40,4
40,90
40,43
40,44
40,45
40,46
40,47
40,48
40,30
40,49
40,50
40,72
40,51
40,115
40,52
40,23
40,53
40,52
40,66
40,46
40,12
40,54
40,55
40,33
40,56
40,57
40,22
41,16
41,4
41,16
41,31
41,38
41,22
41,21
41,123
41,142
41,52
41,138
41,41
41,55
41,60
41,66
41,71
41,13
41,14
41,23
41,50
41,63
41,49
41,52
41,64
41,46
41,55
41,70
41,141
41,140
41,69
41,59
41,53
41,65
41,67
41,56
41,60
41,72
41,24
41,25
41,139
41,66
42,16
42,86
42,4
42,85
42,55
42,57
42,26
42,93
42,22
42,61
42,26
42,12
42,68
42,66
42,67
42,71
42,68
42,50
42,42
42,89
42,69
42,52
42,8
42,47
43,12
43,27
43,57
43,31
43,23
43,36
43,47
43,23
43,47
43,48
43,49
43,21
43,50
43,26
43,12
43,51
43,22
43,37
43,22
44,112
44,22
44,4
44,3
44,37
44,33
44,87
44,25
44,136
44,42
44,43
44,44
44,45
44,32
44,26
44,49
44,50
44,15
44,57
44,12
44,51
44,52
44,54
44,23
45,112
45,22
45,4
45,3
45,37
45,33
45,87
45,25
45,136
45,42
45,43
45,44
45,45
45,32
45,26
45,49
45,50
45,15
45,57
45,12
45,51
45,52
45,54
45,23
46,112
46,57
46,40
46,23
46,23
46,24
46,4
46,25
46,26
46,70
46,113
46,27
46,78
46,28
46,29
46,30
46,55
46,66
46,22
46,31
47,16
47,18
47,57
47,23
47,135
47,31
47,26
47,55
47,50
47,127
47,32
47,33
47,12
47,73
47,130
47,33
47,34
47,69
47,35
47,71
47,36
47,106
47,38
47,66
47,121
47,59
47,37
47,112
47,89
47,50
48,50
48,113
48,51
48,52
48,53
48,54
48,55
48,56
48,57
48,58
48,59
48,60
48,61
48,62
48,63
48,64
48,65
48,61
48,66
48,67
48,68
48,115
48,69
48,96
48,97
48,95
48,22
49,12
49,13
49,23
49,23
49,22
49,26
49,22
49,40
49,30
49,23
49,24
49,15
49,31
49,93
50,12
50,22
50,4
50,57
50,23
50,22
50,50
50,93
50,12
50,15
50,22
50,64
50,94
50,95
50,14
50,55
50,96
52,12
52,4
52,22
52,8
52,15
52,27
52,29
52,30
52,37
52,24
52,23
52,28
52,40
52,38
52,96
52,14
52,13
52,45
52,7
52,103
52,97
52,22
52,55
52,98
52,53
52,12
52,29
52,94
53,28
53,94
53,95
53,96
53,97
53,98
53,99
53,68
53,22
53,100
53,115
53,12
53,28
53,33
53,31
53,100
54,16
54,4
54,93
54,22
54,17
54,26
54,103
54,26
54,71
54,33
54,66
54,31
54,100
54,127
54,55
54,50
54,12
54,101
54,102
54,103
54,104
54,94
54,105
54,21
54,106
54,107
55,16
55,4
55,16
55,107
55,25
55,50
55,41
55,71
55,23
55,12
55,108
55,109
55,110
55,132
55,111
55,26
55,78
56,78
56,79
56,23
56,12
56,26
56,55
56,4
56,14
56,29
56,80
56,103
56,24
56,22
56,81
56,66
57,12
57,103
57,50
57,4
57,8
57,23
57,71
57,56
57,66
57,67
57,68
57,62
57,68
57,69
57,23
57,26
57,70
57,71
57,72
57,115
57,113
57,33
57,73
57,74
57,12
57,38
57,88
57,94
57,66
57,22
58,22
58,4
58,57
58,23
58,24
58,25
58,26
58,27
58,28
58,26
58,94
58,29
58,14
58,100
58,13
58,23
58,44
58,22
58,12
58,66
58,125
58,22
58,55
59,16
59,24
59,4
59,25
59,22
59,100
59,55
59,51
59,56
59,57
59,58
59,102
59,117
59,117
59,59
59,60
59,30
59,61
59,62
59,63
59,64
59,65
59,66
59,38
59,103
59,67
59,26
59,12
59,51
59,66
59,71
59,68
59,115
59,113
59,89
59,50
59,61
59,42
59,54
59,82
59,50
59,43
59,83
59,55
59,44
59,90
59,69
60,113
60,4
60,16
60,69
60,70
60,71
60,134
60,71
60,33
60,72
60,100
60,73
60,115
60,131
60,128
60,43
60,121
60,45
60,74
60,75
61,16
61,18
61,78
61,75
61,4
61,22
61,8
61,76
61,77
61,7
61,29
61,78
61,79
61,80
61,78
61,47
61,81
61,22
61,82
61,50
61,83
61,115
61,98
61,84
61,40
61,33
61,22
61,55
61,22
61,66
61,26
61,93
61,69
61,85
62,16
62,78
62,23
62,4
62,50
62,3
62,60
62,85
62,33
62,51
62,49
62,103
62,86
62,15
62,87
62,55
62,97
62,68
62,26
62,70
62,88
62,89
62,90
62,22
62,91
62,92
62,93
62,94
62,94
62,95
63,16
63,95
63,136
63,90
63,50
63,60
63,58
63,96
63,41
63,73
63,45
63,107
63,68
63,97
63,32
63,22
63,98
63,57
63,93
63,15
63,99
63,89
63,100
63,46
63,101
63,102
63,103
63,21
63,104
63,105
63,92
63,55
63,40
64,16
64,57
64,38
64,4
64,112
64,26
64,8
64,50
64,26
64,71
64,61
64,102
64,105
64,103
64,40
64,57
64,55
64,40
64,23
64,18
64,98
64,138
64,52
64,21
64,13
67,16
67,13
67,22
67,14
67,24
67,4
67,26
67,94
67,112
67,15
67,46
67,79
67,67
67,59
67,16
67,55
67,33
67,17
67,12
